STATISTIC	Statistic Label	TLIST(A1)	Year	C02873V03456	Type of Admission	C02842V03416	Health Service Executive Area	C02922V03531	Marital Status	UNIT	VALUE
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X04	HSE-West	3	Widowed	Number	232
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X04	HSE-West	5	Divorced	Number	122
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X04	HSE-West	9	Unknown	Number	569
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X06	Non-residents	-	All marital status	Number	69
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X06	Non-residents	1	Single	Number	38
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X06	Non-residents	2	Married	Number	14
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X06	Non-residents	3	Widowed	Number	
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X06	Non-residents	5	Divorced	Number	
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X06	Non-residents	9	Unknown	Number	12
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X23	All HSE areas incl. non-residents	-	All marital status	Number	20195
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X23	All HSE areas incl. non-residents	1	Single	Number	10893
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X23	All HSE areas incl. non-residents	2	Married	Number	5470
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X23	All HSE areas incl. non-residents	3	Widowed	Number	917
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X23	All HSE areas incl. non-residents	5	Divorced	Number	678
HRA23C1	Hospital Admissions (Number)	2009	2009	-	All admissions	X23	All HSE areas incl. non-residents	9	Unknown	Number	2237
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	Number	1646
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	Number	828
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	Number	505
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	Number	76
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	Number	45
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	Number	192
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X02	HSE-Dublin/North-East	-	All marital status	Number	1255
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X02	HSE-Dublin/North-East	1	Single	Number	612
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X02	HSE-Dublin/North-East	2	Married	Number	410
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X02	HSE-Dublin/North-East	3	Widowed	Number	50
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X02	HSE-Dublin/North-East	5	Divorced	Number	41
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X02	HSE-Dublin/North-East	9	Unknown	Number	142
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X03	HSE-South	-	All marital status	Number	1638
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X03	HSE-South	1	Single	Number	886
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X03	HSE-South	2	Married	Number	463
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X03	HSE-South	3	Widowed	Number	76
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X03	HSE-South	5	Divorced	Number	35
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X03	HSE-South	9	Unknown	Number	178
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X04	HSE-West	-	All marital status	Number	1390
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X04	HSE-West	1	Single	Number	686
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X04	HSE-West	2	Married	Number	444
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X04	HSE-West	3	Widowed	Number	71
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X04	HSE-West	5	Divorced	Number	37
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X04	HSE-West	9	Unknown	Number	152
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X06	Non-residents	-	All marital status	Number	43
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X06	Non-residents	1	Single	Number	21
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X06	Non-residents	2	Married	Number	9
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X06	Non-residents	3	Widowed	Number	
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X06	Non-residents	5	Divorced	Number	
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X06	Non-residents	9	Unknown	Number	9
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X23	All HSE areas incl. non-residents	-	All marital status	Number	5972
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X23	All HSE areas incl. non-residents	1	Single	Number	3033
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X23	All HSE areas incl. non-residents	2	Married	Number	1831
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X23	All HSE areas incl. non-residents	3	Widowed	Number	275
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X23	All HSE areas incl. non-residents	5	Divorced	Number	160
HRA23C1	Hospital Admissions (Number)	2009	2009	1	First admissions	X23	All HSE areas incl. non-residents	9	Unknown	Number	673
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	Number	5363
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	Number	2838
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	Number	1506
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	Number	280
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	Number	202
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	Number	537
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X02	HSE-Dublin/North-East	-	All marital status	Number	4137
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X02	HSE-Dublin/North-East	1	Single	Number	2100
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X02	HSE-Dublin/North-East	2	Married	Number	1145
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X02	HSE-Dublin/North-East	3	Widowed	Number	112
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X02	HSE-Dublin/North-East	5	Divorced	Number	193
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X02	HSE-Dublin/North-East	9	Unknown	Number	587
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X03	HSE-South	-	All marital status	Number	5373
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X03	HSE-South	1	Single	Number	3067
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X03	HSE-South	2	Married	Number	1418
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X03	HSE-South	3	Widowed	Number	222
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X03	HSE-South	5	Divorced	Number	158
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X03	HSE-South	9	Unknown	Number	508
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X04	HSE-West	-	All marital status	Number	4691
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X04	HSE-West	1	Single	Number	2665
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X04	HSE-West	2	Married	Number	1171
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X04	HSE-West	3	Widowed	Number	219
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X04	HSE-West	5	Divorced	Number	111
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X04	HSE-West	9	Unknown	Number	525
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X06	Non-residents	-	All marital status	Number	55
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X06	Non-residents	1	Single	Number	29
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X06	Non-residents	2	Married	Number	11
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X06	Non-residents	3	Widowed	Number	
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X06	Non-residents	5	Divorced	Number	
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X06	Non-residents	9	Unknown	Number	8
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X23	All HSE areas incl. non-residents	-	All marital status	Number	19619
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X23	All HSE areas incl. non-residents	1	Single	Number	10699
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X23	All HSE areas incl. non-residents	2	Married	Number	5251
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X23	All HSE areas incl. non-residents	3	Widowed	Number	836
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X23	All HSE areas incl. non-residents	5	Divorced	Number	668
HRA23C1	Hospital Admissions (Number)	2010	2010	-	All admissions	X23	All HSE areas incl. non-residents	9	Unknown	Number	2165
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	Number	1674
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	Number	856
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	Number	494
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	Number	96
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	Number	43
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	Number	185
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X02	HSE-Dublin/North-East	-	All marital status	Number	1521
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X02	HSE-Dublin/North-East	1	Single	Number	738
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X02	HSE-Dublin/North-East	2	Married	Number	451
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X02	HSE-Dublin/North-East	3	Widowed	Number	33
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X02	HSE-Dublin/North-East	5	Divorced	Number	54
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X02	HSE-Dublin/North-East	9	Unknown	Number	245
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X03	HSE-South	-	All marital status	Number	1638
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X03	HSE-South	1	Single	Number	872
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X03	HSE-South	2	Married	Number	494
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X03	HSE-South	3	Widowed	Number	83
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X03	HSE-South	5	Divorced	Number	41
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X03	HSE-South	9	Unknown	Number	148
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X04	HSE-West	-	All marital status	Number	1392
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X04	HSE-West	1	Single	Number	739
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X04	HSE-West	2	Married	Number	414
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X04	HSE-West	3	Widowed	Number	70
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X04	HSE-West	5	Divorced	Number	27
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X04	HSE-West	9	Unknown	Number	142
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X06	Non-residents	-	All marital status	Number	41
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X06	Non-residents	1	Single	Number	22
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X06	Non-residents	2	Married	Number	10
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X06	Non-residents	3	Widowed	Number	
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X06	Non-residents	5	Divorced	Number	
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X06	Non-residents	9	Unknown	Number	6
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X23	All HSE areas incl. non-residents	-	All marital status	Number	6266
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X23	All HSE areas incl. non-residents	1	Single	Number	3227
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X23	All HSE areas incl. non-residents	2	Married	Number	1863
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X23	All HSE areas incl. non-residents	3	Widowed	Number	283
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X23	All HSE areas incl. non-residents	5	Divorced	Number	167
HRA23C1	Hospital Admissions (Number)	2010	2010	1	First admissions	X23	All HSE areas incl. non-residents	9	Unknown	Number	726
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	Number	5383
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	Number	2770
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	Number	1602
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	Number	271
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	Number	197
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	Number	543
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X02	HSE-Dublin/North-East	-	All marital status	Number	4035
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X02	HSE-Dublin/North-East	1	Single	Number	1989
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X02	HSE-Dublin/North-East	2	Married	Number	1005
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X02	HSE-Dublin/North-East	3	Widowed	Number	147
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X02	HSE-Dublin/North-East	5	Divorced	Number	187
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X02	HSE-Dublin/North-East	9	Unknown	Number	707
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X03	HSE-South	-	All marital status	Number	5029
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X03	HSE-South	1	Single	Number	2891
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X03	HSE-South	2	Married	Number	1276
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X03	HSE-South	3	Widowed	Number	221
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X03	HSE-South	5	Divorced	Number	198
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X03	HSE-South	9	Unknown	Number	443
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X04	HSE-West	-	All marital status	Number	4496
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X04	HSE-West	1	Single	Number	2603
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X04	HSE-West	2	Married	Number	1110
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X04	HSE-West	3	Widowed	Number	212
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X04	HSE-West	5	Divorced	Number	108
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X04	HSE-West	9	Unknown	Number	463
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X06	Non-residents	-	All marital status	Number	49
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X06	Non-residents	1	Single	Number	25
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X06	Non-residents	2	Married	Number	11
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X06	Non-residents	3	Widowed	Number	0
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X06	Non-residents	5	Divorced	Number	5
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X06	Non-residents	9	Unknown	Number	8
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X23	All HSE areas incl. non-residents	-	All marital status	Number	18992
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X23	All HSE areas incl. non-residents	1	Single	Number	10278
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X23	All HSE areas incl. non-residents	2	Married	Number	5004
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X23	All HSE areas incl. non-residents	3	Widowed	Number	851
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X23	All HSE areas incl. non-residents	5	Divorced	Number	695
HRA23C1	Hospital Admissions (Number)	2011	2011	-	All admissions	X23	All HSE areas incl. non-residents	9	Unknown	Number	2164
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	Number	1695
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	Number	830
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	Number	557
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	Number	81
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	Number	41
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	Number	186
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X02	HSE-Dublin/North-East	-	All marital status	Number	1454
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X02	HSE-Dublin/North-East	1	Single	Number	654
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X02	HSE-Dublin/North-East	2	Married	Number	359
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X02	HSE-Dublin/North-East	3	Widowed	Number	57
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X02	HSE-Dublin/North-East	5	Divorced	Number	56
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X02	HSE-Dublin/North-East	9	Unknown	Number	328
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X03	HSE-South	-	All marital status	Number	1657
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X03	HSE-South	1	Single	Number	881
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X03	HSE-South	2	Married	Number	512
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X03	HSE-South	3	Widowed	Number	75
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X03	HSE-South	5	Divorced	Number	57
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X03	HSE-South	9	Unknown	Number	132
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X04	HSE-West	-	All marital status	Number	1291
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X04	HSE-West	1	Single	Number	648
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X04	HSE-West	2	Married	Number	411
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X04	HSE-West	3	Widowed	Number	68
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X04	HSE-West	5	Divorced	Number	34
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X04	HSE-West	9	Unknown	Number	130
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X06	Non-residents	-	All marital status	Number	32
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X06	Non-residents	1	Single	Number	14
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X06	Non-residents	2	Married	Number	7
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X06	Non-residents	3	Widowed	Number	0
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X06	Non-residents	5	Divorced	Number	
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X06	Non-residents	9	Unknown	Number	8
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X23	All HSE areas incl. non-residents	-	All marital status	Number	6129
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X23	All HSE areas incl. non-residents	1	Single	Number	3027
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X23	All HSE areas incl. non-residents	2	Married	Number	1846
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X23	All HSE areas incl. non-residents	3	Widowed	Number	281
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X23	All HSE areas incl. non-residents	5	Divorced	Number	191
HRA23C1	Hospital Admissions (Number)	2011	2011	1	First admissions	X23	All HSE areas incl. non-residents	9	Unknown	Number	784
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	Number	5090
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	Number	2641
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	Number	1488
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	Number	233
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	Number	176
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	Number	552
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X02	HSE-Dublin/North-East	-	All marital status	Number	3944
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X02	HSE-Dublin/North-East	1	Single	Number	2167
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X02	HSE-Dublin/North-East	2	Married	Number	1032
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X02	HSE-Dublin/North-East	3	Widowed	Number	146
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X02	HSE-Dublin/North-East	5	Divorced	Number	195
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X02	HSE-Dublin/North-East	9	Unknown	Number	404
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X03	HSE-South	-	All marital status	Number	4625
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X03	HSE-South	1	Single	Number	2609
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X03	HSE-South	2	Married	Number	1273
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X03	HSE-South	3	Widowed	Number	187
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X03	HSE-South	5	Divorced	Number	144
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X03	HSE-South	9	Unknown	Number	412
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X04	HSE-West	-	All marital status	Number	4460
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X04	HSE-West	1	Single	Number	2570
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X04	HSE-West	2	Married	Number	1065
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X04	HSE-West	3	Widowed	Number	177
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X04	HSE-West	5	Divorced	Number	139
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X04	HSE-West	9	Unknown	Number	509
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X06	Non-residents	-	All marital status	Number	54
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X06	Non-residents	1	Single	Number	34
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X06	Non-residents	2	Married	Number	5
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X06	Non-residents	3	Widowed	Number	
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X06	Non-residents	5	Divorced	Number	
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X06	Non-residents	9	Unknown	Number	8
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X23	All HSE areas incl. non-residents	-	All marital status	Number	18173
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X23	All HSE areas incl. non-residents	1	Single	Number	10021
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X23	All HSE areas incl. non-residents	2	Married	Number	4863
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X23	All HSE areas incl. non-residents	3	Widowed	Number	746
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X23	All HSE areas incl. non-residents	5	Divorced	Number	658
HRA23C1	Hospital Admissions (Number)	2012	2012	-	All admissions	X23	All HSE areas incl. non-residents	9	Unknown	Number	1885
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	Number	1694
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	Number	845
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	Number	518
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	Number	89
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	Number	37
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	Number	205
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X02	HSE-Dublin/North-East	-	All marital status	Number	1431
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X02	HSE-Dublin/North-East	1	Single	Number	746
